cancerType	TF.ChIPseq	totalTFBS	totalSamples	bmr	activeTFBS	nSNVs	nSamples	pvalue.poibin	pvalue.binom	pvalue.pois	expVal.poibin	expVal.binom	expVal.pois	sigVal.poibin	sigVal.binom	sigVal.pois
Liver-HCC	ENCSR449UFF.ZKSCAN1.MCF7	3925559	324	0.552737812110828	416473	290	174	0.74775095214039	0.734135394367802	0.65805672734799	179	179	179	193	194	201
Liver-HCC	GSE59530.ESR1.MCF7_SHFOXA1_E2_TNF	2598070	324	0.263452938573973	146102	124	90	0.290865424622674	0.298257249598577	0.321824250725586	85	85	85	98	99	101
Liver-HCC	ENCSR135ANT.NRF1.MCF7	2445926	324	0.938623322652139	1914952	1242	284	0.999998870091717	0.999989312791917	0.882217184039909	304	304	304	310	311	333
Liver-HCC	ERP000901.NCOA1.MCF7	3435819	324	0.397452705563467	250579	206	137	0.177301889382434	0.19000665726494	0.245510424141773	129	129	129	143	143	148
Liver-HCC	GSE59530.FOXA1.MCF7	6600541	324	0.678790075033884	615801	625	263	6.24825702288945e-09	5.75742323816186e-08	0.00258916396584064	220	220	220	233	234	245
Liver-HCC	GSE60270.FOXA1.MCF7	5072036	324	0.561827416171838	428369	429	225	1.24080825836259e-07	6.63514737042625e-07	0.00115283133092181	182	182	182	196	197	205
Liver-HCC	GSE59530.FOXA1.MCF7_E2	6804356	324	0.612274642648079	500499	522	245	3.27556060053524e-09	2.92465316409363e-08	0.000761818469649733	198	198	198	212	213	222
Liver-HCC	GSE59530.ESR1.MCF7_E2	7086005	324	0.399306390945266	252229	222	141	0.0919279866503129	0.103849048095974	0.163794579176081	129	129	129	143	144	148
Liver-HCC	GSE55921.ESR1.MCF7_E2	1419394	324	0.209591014728833	110884	76	60	0.883958098772346	0.8754081118237	0.846553469801809	68	68	68	80	80	82
Liver-HCC	GSE55921.ESR1.MCF7_E2_JQ1	1092825	324	0.174549864771259	89656	60	50	0.857212490459389	0.84941838469426	0.825339301983796	56	56	56	68	68	69
Liver-HCC	ENCSR062HDL.HSF1.MCF7	218758	324	0.16897570224009	86392	58	53	0.629272533239995	0.624972791524016	0.611494575950947	55	55	55	66	66	67
Liver-HCC	GSE68356.ESR1.MCF7_E2PG	6195635	324	0.478888451810148	329823	280	158	0.390873868589324	0.397078752810459	0.420444979991274	155	155	155	169	170	176
Liver-HCC	GSE72249.ESR1.MCF7	1116711	324	0.0729592446770446	34538	35	29	0.146144998328208	0.149719088563111	0.158280984218694	24	23	23	31	32	32
Liver-HCC	GSE68356.ESR1.MCF7_E2	4658123	324	0.395494541566763	248843	222	136	0.188670282512435	0.20119495759267	0.255050346695936	128	128	128	142	143	147
Liver-HCC	GSE27300.ESR1.MCF7_TLED	775061	324	0.163006959489255	82930	97	76	0.00038326889134177	0.000552951140245339	0.00157757612385812	53	53	53	64	64	65
Liver-HCC	GSE60270.ESR1.MCF7_SHCTR	873155	324	0.137916260108254	68740	40	33	0.981293982090071	0.978718443062654	0.970651870990254	45	45	45	55	55	56
Liver-HCC	ERP000380.ESR1.MCF7_TAM	1797259	324	0.27680314132011	155362	126	90	0.506079361778524	0.505432187877603	0.500730327863553	90	90	90	102	103	106
Liver-HCC	GSE68356.ESR1.MCF7	2640379	324	0.239372653982073	129947	112	86	0.141424833815723	0.150650105420179	0.182512742072227	77	77	77	90	90	92
Liver-HCC	GSE60270.ESR1.MCF7_SHGATA3_E2	801241	324	0.19039379605185	99100	54	45	0.995336970319363	0.994065162208008	0.988742772447211	62	62	62	73	73	75
Liver-HCC	GSE60270.ESR1.MCF7_SHCTR_E2	3597394	324	0.48223135303331	333405	237	148	0.849066659051435	0.834475421572946	0.755738736679873	156	156	156	170	171	177
Liver-HCC	GSE60270.MED1.MCF7_E2	1540465	324	0.517244285239725	372757	366	195	0.000694837348549582	0.00133462333327961	0.0207116682678599	168	168	167	181	182	189
Liver-HCC	GSE54855.ESR1.MCF7_E2_5M	423550	324	0.0622295466765878	29215	27	24	0.214373037852258	0.21716375140784	0.223497484587757	20	20	20	27	28	28
Liver-HCC	GSE60270.ESR1.MCF7_SHFOXA1_E2	375221	324	0.0937937799399192	45130	37	35	0.209579847033624	0.213718906233297	0.223786670364522	30	30	30	39	39	40
Liver-HCC	ERP000380.ESR1.MCF7	292946	324	0.0966807178519296	46625	36	33	0.401976384186992	0.403253013550723	0.405774097555401	31	31	31	40	40	41
Liver-HCC	ENCSR391JII.RCOR1.MCF7	3598856	324	0.799701909109689	930006	785	268	0.10099004120095	0.120762948625762	0.298348079141739	259	259	259	270	271	286
Liver-HCC	ERP000901.NCOA2.MCF7	5002147	324	0.64029114912429	545812	481	224	0.0221017399677782	0.0305744062449074	0.133166847954798	207	208	207	221	222	231
Liver-HCC	GSE59530.ESR1.MCF7_TNF	190996	324	0.0575667059717992	26929	77	68	6.66133814775094e-16	0	0	19	19	18	26	26	26
Liver-HCC	GSE71276.ESR1.MCF7	476191	324	0.494250807669142	346528	248	151	0.872557910929151	0.857903668196976	0.775201159892168	160	160	160	174	175	181
Liver-HCC	GSE60270.ESR1_P118.MCF7_SHCTR_E2	307551	324	0.0651740037882812	30667	18	17	0.855270716666511	0.851658674683095	0.84303095792411	21	21	21	29	29	29
Liver-HCC	GSE60270.ESR1_P118.MCF7_SHRARS_E2	21047	324	0.00418919792283204	1882	0	0	1	1	1	1	1	1	3	3	3
Liver-HCC	GSE54855.ESR1.MCF7_E2_40M	1031228	324	0.169836344536291	86894	68	56	0.465168297018966	0.465656062557109	0.465669845694624	55	55	55	66	66	67
Liver-HCC	GSE54855.ESR1.MCF7_E2_10M	1189575	324	0.150513376678313	75792	68	55	0.178969464537399	0.185440497167926	0.203501801382254	49	49	49	59	60	61
Liver-HCC	ERP000380.ESR1.MCF7_TAMR_TAM	639787	324	0.0409820361902572	18929	14	14	0.458330604600892	0.458137457769143	0.457508471495162	13	13	13	19	19	20
Liver-HCC	ERP000380.ESR1.MCF7_TAMR	604303	324	0.041080704650718	18976	15	15	0.354551251453383	0.355330492857187	0.356869025215778	13	13	13	19	19	20
Liver-HCC	GSE54855.ESR1.MCF7_E2_2M	266746	324	0.0423243380935696	19569	20	18	0.146070332061371	0.148212565773388	0.152986770058852	14	14	14	20	20	20
Liver-HCC	ERP002305.ESR1.MCF7_MRNAHIST	471321	324	0.0435928115365362	20175	8	8	0.974083071641344	0.972986292022194	0.970472398087804	14	14	14	20	20	21
Liver-HCC	ENCSR000EWU.ZNF217.MCF7	3089514	324	0.303946198249425	174899	289	176	0	0	1.29518618052771e-12	98	98	98	112	112	115
Liver-HCC	ERP000901.NCOA1.MCF7_E2	1949919	324	0.240691273006042	130814	119	90	0.0614570676220553	0.0689207217786845	0.0981336474627601	78	78	78	90	91	93
Liver-HCC	ENCSR912NMR.NONO.MCF7	1575698	324	0.307236786250158	177335	124	92	0.844788680309336	0.83355870694408	0.788316220321372	99	99	99	113	113	116
Liver-HCC	GSE59530.FOXA1.MCF7_E2_TNF	7217102	324	0.610678506153738	498041	539	246	1.02817787617226e-09	1.0514017878549e-08	0.000529420941648984	198	198	198	211	212	221
Liver-HCC	GSE29073.EP300.MCF7_DMSO	446299	324	0.0807368886979925	38452	43	38	0.0122436782670349	0.0135609745891661	0.0173698760797749	26	26	26	34	34	35
Liver-HCC	GSE54855.ESR1.MCF7_E2_120M	432762	324	0.0762931997718364	36210	26	25	0.507200248839317	0.506435384798294	0.504140710489761	25	25	25	33	33	33
Liver-HCC	GSE59530.ESR1.MCF7	313919	324	0.0295377344884951	13525	56	52	5.55111512312578e-16	0	0	9	9	9	15	15	15
Liver-HCC	GSE60270.ESR1_P118.MCF7_SHRARS	97335	324	0.0171026036273421	7758	10	9	0.10647235194393	0.107339437164582	0.109176473956434	5	5	5	10	10	10
Liver-HCC	GSE54592.ESR1.MCF7_LETR	75457	324	0.00520915904850048	2342	3	3	0.239226607218192	0.239335479648496	0.239551232667109	2	2	2	4	4	4
Liver-HCC	GSE29073.EP300.MCF7_E2	439769	324	0.0888236980342506	42572	39	35	0.128772136590926	0.13301506839891	0.143667564521701	29	29	29	37	37	38
Liver-HCC	GSE59530.RELA.MCF7_E2_TNF	587975	324	0.425598699143452	276352	236	146	0.18297661484846	0.196184834074881	0.255921151591334	138	138	138	152	153	157
Liver-HCC	GSE40762.FOXM1.MCF7_THIOS	547947	324	0.179926552846095	92833	96	77	0.00416733353276943	0.00533297941430066	0.0108728361331676	58	58	58	69	70	71
Liver-HCC	GSE40762.FOXM1.MCF7	1428495	324	0.235531850213303	127433	137	108	2.13244414667413e-05	4.17237651068048e-05	0.00036387300709706	76	76	76	89	89	91
Liver-HCC	GSE54592.ESR1.MCF7_LETR_ANDRO	18735	324	0.00148991522374308	668	0	0	1	1	1	0	0	0	2	2	2
Liver-HCC	GSE41561.E2F4.MCF7_TAM	1031727	324	0.741233048438007	755006	632	246	0.23271397152411	0.250847201414801	0.361644082102898	240	240	240	252	253	266
Liver-HCC	GSE59530.RELA.MCF7_TNF	346621	324	0.406628074633347	258810	225	133	0.462905305098903	0.464705639557061	0.468111845388949	132	132	132	146	146	151
Liver-HCC	GSE59530.RELA.MCF7_E2	187097	324	0.275628136225568	154538	136	92	0.384792927760175	0.389112893689564	0.401651234360297	89	89	89	102	103	105
Liver-HCC	GSE59530.RELA.MCF7	166520	324	0.219265995044854	116970	100	77	0.222058463226323	0.230065688825915	0.254930612173739	71	71	71	83	83	85
Liver-HCC	ERP000380.FOXA1.MCF7_TAMR_E2_TAM	11307102	324	0.513077282194257	367889	434	223	8.10096434378238e-12	1.16670006988784e-10	1.59659677411161e-05	166	166	166	180	181	188
Liver-HCC	GSE45852.HSF1.MCF7	251393	324	0.198767176426287	104193	85	72	0.153244095446119	0.161349898259576	0.186853028876402	64	64	64	76	76	78
Liver-HCC	ENCSR551ZDZ.MTA2.MCF7	314864	324	0.0177791641601303	8069	4	4	0.829750900282624	0.828583603203764	0.826105935799501	6	6	6	10	10	10
Liver-HCC	ENCSR555PBN.MAFK.MCF7	3834513	324	0.298621837353784	170989	165	117	0.00672239057476398	0.00906391057479072	0.0249465755234288	97	97	97	110	110	113
Liver-HCC	ENCSR465VLK.FOXK2.MCF7	806906	324	0.246283082704786	134513	91	73	0.836105917627113	0.826286429860146	0.791227999942106	80	80	80	92	93	95
Liver-HCC	GSE40129.GATA3.MCF7	680434	324	0.0266711945765393	12186	10	10	0.364472014736729	0.364821070097132	0.365467510568528	8	8	8	14	14	14
Liver-HCC	GSE41561.E2F4.MCF7_ICI	211994	324	0.296894755532093	169729	145	122	0.000798242960135531	0.00127418810103708	0.00631119803976032	96	96	96	109	110	113
Liver-HCC	GSE75070.RUNX1.MCF7	40232	324	0.0455847701809783	21129	15	12	0.808381753357781	0.805670885679748	0.799494157473419	15	15	15	21	21	21
Liver-HCC	ENCSR000EWV.GATA3.MCF7	1372480	324	0.0469197985432407	21770	21	19	0.187847045150443	0.190093521146685	0.195077294231202	15	15	15	22	22	22
Liver-HCC	ERP002305.ESR1.MCF7	10579	324	0.000448660551150686	201	0	0	1	1	1	0	0	0	1	1	1
Liver-HCC	GSE72977.FOXM1.MCF7_MI63	158617	324	0.0164776435773214	7471	16	14	0.0010927254275479	0.00115037140327812	0.00128549626415775	5	5	5	9	9	9
Liver-HCC	GSE47041.TP53.MCF7_NUT	73839	324	0.0356974962199257	16422	8	8	0.895961170847062	0.894031033934506	0.889748276778744	11	11	11	17	17	17
Liver-HCC	GSE35109.ESR1.MCF7	1118728	324	0.0707283636587923	33424	38	36	0.00454561567594469	0.00513692666231091	0.00688775522231688	23	23	23	31	31	31
Liver-HCC	GSE54855.ESR1.MCF7	16549	324	0.0220769615824658	10052	12	12	0.0574962679062905	0.0584585495484955	0.0605623723314	7	7	7	12	12	12
Liver-HCC	GSE60270.GATA3.MCF7	157040	324	0.062605442815774	29400	17	17	0.808713255838011	0.805168740183904	0.796750715790151	20	20	20	28	28	28
Liver-HCC	ENCSR028NUR.ZNF592.MCF7	113936	324	0.0801598700392004	38160	37	34	0.0626985063661332	0.0659269909521024	0.07427206431226	26	26	26	34	34	35
Liver-HCC	GSE60270.ESR1_P118.MCF7_SHCTR	16281	324	0.00111774619414493	501	0	0	1	1	1	0	0	0	2	2	2
Liver-HCC	GSE60270.MED1.MCF7	11196	324	0.00376967679212411	1693	2	2	0.34530517711081	0.345234629556237	0.345084317594331	1	1	1	3	3	3
Liver-HCC	GSE53531.ESR1.MCF7_SHESR1	19115	324	0	0	0	0	1	1	1	0	0	0	0	0	0
Liver-HCC	GSE60270.PRKDC.MCF7_SHRARS_E2	2445	324	0	0	0	0	1	1	1	0	0	0	0	0	0
Liver-HCC	GSE60270.PRKDC.MCF7_SHCTR	4326	324	0	0	0	0	1	1	1	0	0	0	0	0	0
Liver-HCC	GSE60270.PRKDC.MCF7_SHRARS	6278	324	0.00120022059656314	538	0	0	1	1	1	0	0	0	2	2	2
Panc-AdenoCA	GSE72082.GABPA.MCF7	264736	234	0.109300900432814	83404	38	32	0.102873675885615	0.109544152997914	0.122644371496728	25	25	25	33	34	34
Panc-AdenoCA	ERP000380.CTCF.MCF7	10140056	234	0.822020326337729	1627822	611	196	0.286763397752734	0.299931515023464	0.405823608570413	192	192	192	201	202	215
Panc-AdenoCA	ERP000209.STAG1.MCF7_E2	17027359	234	0.970258265539111	4009464	1632	229	0.284379383600449	0.302077315728805	0.457070179379284	227	227	227	231	231	252
Panc-AdenoCA	ERP000209.RAD21.MCF7	13776726	234	0.882683367989248	2116779	872	209	0.343381334277231	0.354091014956571	0.441486984702014	207	207	206	214	214	230
Panc-AdenoCA	GSE54027.HOXC11.MCF7_LY2_TAMOXIFEN	17441	234	0.00314994690755498	2182	1	1	0.522516923129634	0.522050840651276	0.521494501179781	1	1	1	2	2	2
Panc-AdenoCA	GSE54027.HOXC11.MCF7_LY2	1185	234	0	0	0	0	1	1	1	0	0	0	0	0	0
Panc-AdenoCA	GSE54693.MBD2.MCF7	46115	234	0.00169561560143479	1173	0	0	1	1	1	0	0	0	2	2	2
Panc-AdenoCA	GSE45852.HSF1.MCF7_CHX_10UM	518860	234	0.286543498102121	257945	140	91	0.00025528560063881	0.00048052480373173	0.00310452851329268	67	67	67	78	79	81
Panc-AdenoCA	GSE38901.HSF1.MCF7	419631	234	0.181286420235399	147738	70	55	0.0186638863931128	0.0227808126742237	0.0359186863917084	42	42	42	52	52	53
Panc-AdenoCA	GSE72082.RAD21.MCF7	16990222	234	0.870692575491375	1999514	855	206	0.364564645510693	0.374152342363218	0.446445088126425	204	204	204	211	212	227
Panc-AdenoCA	GSE60270.ESR1.MCF7	1198415	234	0.0823370065433561	61309	28	25	0.103836687736286	0.109327012017262	0.118965379705738	19	19	19	26	26	27
Panc-AdenoCA	GSE47027.NR5A2.MCF7	1572469	234	0.205075387260803	170847	76	61	0.0192142208865292	0.0237061816183723	0.0393418017549093	48	48	48	58	58	60
Panc-AdenoCA	GSE14664.ESR1.MCF7_E2	8359130	234	0.649783055936508	907228	383	161	0.107139534505615	0.122886614981942	0.24430081418528	152	152	152	163	164	173
Panc-AdenoCA	GSE45822.ESR1.MCF7	9488079	234	0.519648080356352	603891	228	132	0.0832309212079921	0.0973891143068495	0.183758086295037	122	122	121	133	134	140
Panc-AdenoCA	ENCSR000EWX.E2F1.MCF7	20812334	234	0.996980808277132	9720619	3716	233	0.858510277550233	0.842090790500835	0.516375055208346	233	233	233	234	234	259
Panc-AdenoCA	ENCSR000BUM.SIN3A.MCF7	17719276	234	0.992569094673373	6744730	2884	233	0.458712594817433	0.480440790192561	0.489386068112073	232	232	232	234	234	258
Panc-AdenoCA	ENCSR000BUL.MAX.MCF7	18820112	234	0.99607305763368	8685894	3559	233	0.774929425961767	0.765617248186219	0.51083040588563	233	233	233	234	234	258
Panc-AdenoCA	ENCSR000BUZ.PML.MCF7	3545504	234	0.932955618083367	2830057	1416	226	0.016425184216373	0.0224856676389902	0.31026397292369	218	218	218	224	224	243
Panc-AdenoCA	ENCSR000DMQ.MYC.MCF7	13339902	234	0.993905434847054	7277197	3053	233	0.570396640021749	0.582400380145191	0.497570195824646	233	233	232	234	234	258
Panc-AdenoCA	GSE78113.CTCF.MCF7_NORMOXIA	19994890	234	0.948879568197447	3202222	1216	227	0.0713577905501296	0.0854899444245638	0.378426705585156	222	222	222	227	227	247
Panc-AdenoCA	ERP000901.CREBBP.MCF7	15399185	234	0.963977575471529	3713024	1742	232	0.00567631346703035	0.00893708689934369	0.343059836406174	226	226	225	230	230	251
Panc-AdenoCA	ENCSR000DMO.CTCF.MCF7	23529664	234	0.990569575996533	6168675	2346	231	0.838795073265376	0.818773838493519	0.52951953524399	232	232	232	234	234	257
Panc-AdenoCA	ENCSR000DMJ.MYC.MCF7	30136040	234	0.992308247248112	6657328	2577	233	0.438781886126428	0.461956586969642	0.487788120862759	232	232	232	234	234	258
Panc-AdenoCA	ENCSR000DMM.MYC.MCF7	22494984	234	0.996995623377381	9741564	3779	234	0.456072848582097	0.494562213787603	0.490344204364578	233	233	233	234	234	259
Panc-AdenoCA	GSE76454.ZNF143.MCF7	22060336	234	0.995120585854009	7945470	3377	234	0.275265826753371	0.318358357362456	0.478881633111757	233	233	233	234	234	258
Panc-AdenoCA	GSE76454.ZNF143.MCF7_E2	18886140	234	0.994218801786901	7428493	3183	234	0.2164684700233	0.257502481430027	0.473369309622293	233	233	232	234	234	258
Panc-AdenoCA	ERP000209.STAG1.MCF7_E2_SHCTCF	14398348	234	0.971932944264182	4101793	1599	229	0.340776076545187	0.356080041739284	0.467406415368892	228	228	227	231	231	253
Panc-AdenoCA	ERP000209.STAG1.MCF7	18703130	234	0.965464753672604	3777152	1535	229	0.159824792961444	0.179115184725469	0.427602769306347	226	226	226	230	230	251
Panc-AdenoCA	ERP000209.STAG1.MCF7_E2_SHCTR	16979276	234	0.905785108484772	2388190	995	218	0.0893214911962765	0.103586794299602	0.348000937263149	212	212	212	219	219	236
Panc-AdenoCA	ENCSR000AHF.TAF1.MCF7	1789392	234	0.829082229093812	1673813	900	213	0.000130447835585912	0.000287275836159617	0.0935315535736576	194	194	194	203	203	217
Panc-AdenoCA	GSE60270.MED1.MCF7_SHRARS_E2	13190631	234	0.994481380486871	7565362	3133	231	0.975256747101313	0.958228687084651	0.55332440814606	233	233	233	234	234	258
Panc-AdenoCA	GSE78113.CTCF.MCF7_HYPOXIA	17949961	234	0.916937158380081	2548755	938	225	0.00334673111849981	0.00530352114213162	0.246821083637721	215	215	214	221	221	239
Panc-AdenoCA	ENCSR000BVA.SRF.MCF7	2625421	234	0.802398765921977	1510510	804	207	0.000275462916501379	0.000570143425078329	0.0872867763413575	188	188	188	197	198	211
Panc-AdenoCA	GSE60270.MED1.MCF7_SHRARS	15821664	234	0.994388658910638	7515899	3170	232	0.877396069891392	0.854545483856524	0.526684098830646	233	233	233	234	234	258
Panc-AdenoCA	ENCSR000BSS.ELF1.MCF7	8806972	234	0.982860221721473	4947244	2245	231	0.415397129441969	0.429677380554895	0.482191175620512	230	230	230	233	233	255
Panc-AdenoCA	ENCSR000DML.CTCF.MCF7	18200587	234	0.970287951038166	4011044	1508	229	0.285320765881297	0.302985505213833	0.457253272098202	227	227	227	231	231	252
Panc-AdenoCA	ERP000380.CTCF.MCF7_E2	11890423	234	0.879147587001252	2080795	789	207	0.442440969051846	0.447758698178187	0.473716809959978	206	206	206	213	214	230
Panc-AdenoCA	ENCSR000DMV.CTCF.MCF7	20366728	234	0.970650188209713	4030483	1494	228	0.460241559517036	0.467617439041018	0.485855123696964	227	227	227	231	231	252
Panc-AdenoCA	GSE23730.ERG.MCF7	14122669	234	0.994131872373089	7385279	2903	231	0.968245879153408	0.949780731079169	0.551206565276113	233	233	232	234	234	258
Panc-AdenoCA	ERP000380.CTCF.MCF7_TAM	11024097	234	0.861212000629351	1915452	744	205	0.278755661490357	0.292212405756665	0.412596376333625	202	202	201	210	210	225
Panc-AdenoCA	GSE41820.ARNT.MCF7	60988959	234	0.817517058305665	1599598	516	191	0.563156647310583	0.560716254303097	0.518242072340752	191	191	191	200	201	214
Panc-AdenoCA	ENCSR000BUK.GABPA.MCF7	6068977	234	0.973599374955946	4200743	1874	230	0.238045881902696	0.258302152573394	0.451428507167242	228	228	228	231	232	253
Panc-AdenoCA	GSE51274.GATA3.MCF7	16735521	234	0.7657648147454	1324329	552	196	0.00277647249625113	0.00459655033487494	0.112572771925378	179	179	179	189	190	201
Panc-AdenoCA	GSE23852.FOXA1.MCF7_E2	15045281	234	0.609677241093418	800622	349	162	0.00318753827007956	0.00528397844528694	0.0596509854146675	143	143	142	154	155	163
Panc-AdenoCA	GSE68355.ESR1.MCF7_R5020	27974567	234	0.944410439261431	3085160	1224	226	0.0785243950703615	0.0929731248118197	0.376988136887164	221	221	221	226	226	246
Panc-AdenoCA	GSE68355.ESR1.MCF7_PROG	32812056	234	0.981140643556437	4773994	1963	231	0.335959465161389	0.354834619822686	0.471611523276077	230	230	229	232	233	255
Panc-AdenoCA	GSE68355.ESR1.MCF7	17569914	234	0.810143147863556	1555104	619	197	0.107493907178894	0.122767356552597	0.304294667592896	190	190	189	199	199	212
Panc-AdenoCA	GSE23852.TFAP2C.MCF7_E2	11991285	234	0.95414260511722	3356857	1429	229	0.0310973174883975	0.04062711412729	0.35949063592702	223	223	223	228	228	248
Panc-AdenoCA	ERP003844.ESR1.MCF7_LY2	26814405	234	0.973631164733882	4202706	1869	228	0.579663609956354	0.578611399323697	0.504307512753004	228	228	228	231	232	253
Panc-AdenoCA	ENCSR000BST.GATA3.MCF7	24149589	234	0.914275874228755	2508233	1178	227	0.000247367054140191	0.000499767108541938	0.194411224229002	214	214	214	220	221	238
Panc-AdenoCA	ERP000783.ESR1.MCF7	26945331	234	0.744997058515441	1233486	549	191	0.00391537110254137	0.00628130413342043	0.111432841524665	174	174	174	184	185	196
Panc-AdenoCA	ERP000901.CREBBP.MCF7_E2	24526377	234	0.981773641166646	4835283	2186	232	0.174469502090781	0.199134492857142	0.4493575735111	230	230	230	233	233	255
Panc-AdenoCA	ENCSR000BUY.NR2F2.MCF7	16183180	234	0.925925951177795	2697808	1133	223	0.0541995003538828	0.066038324580606	0.342438717244142	217	217	216	223	223	241
Panc-AdenoCA	ERP001226.FOXA1.MCF7	19842160	234	0.537818118211501	639692	270	149	0.000717252297747217	0.00138715728905803	0.0240149921330708	126	126	126	138	138	145
Panc-AdenoCA	GSE21234.TFAP2C.MCF7	18546489	234	0.904009864241169	2364692	981	223	0.0026604677071651	0.00430188350707172	0.224025237709695	212	212	211	218	219	236
Panc-AdenoCA	GSE36351.TFAP2C.MCF7	18546914	234	0.904013988524786	2364746	980	223	0.00266216485892445	0.00430436827583369	0.224045264157496	212	212	211	218	219	236
Panc-AdenoCA	ERP000380.ESR1.MCF7_SHFOXA1_E2	3894792	234	0.231531086244712	197724	69	57	0.34900761040994	0.35503114161489	0.368531853450406	54	54	54	64	65	67
Panc-AdenoCA	ERP005838.NRIP1.MCF7_E2	16987668	234	0.864446384587692	1943356	781	204	0.409446750556247	0.416574555152072	0.461214272574258	202	202	202	210	211	226
